Record_ID,Analysis_Date,Drug_Name,Brand_Name,Therapeutic_Class,NDC_Code,Insurance_Plan_Name,Plan_ID,Contract_Year,Current_Formulary_Tier,Previous_Formulary_Tier,Formulary_Change_Date,Days_Since_Formulary_Change,Tier_Change_Direction,Access_Barriers,Prior_Authorization_Required,Step_Therapy_Required,Quantity_Limit_Monthly,Current_Monthly_Prescriptions,Previous_Monthly_Prescriptions,Utilization_Change_Percent,Utilization_Trend,Current_Patient_Copay,Previous_Patient_Copay,Copay_Change_Amount,Plan_Cost_Per_Prescription,Total_Cost_Per_Prescription,Cost_Per_Member_Per_Month,Prior_Auth_Approval_Rate,Average_Prior_Auth_Days,Prescription_Abandonment_Rate,Switch_to_Alternative_Rate,Generic_Substitution_Rate,Adherence_Rate_Post_Change,Member_Appeals_This_Month,Appeals_Approved,Exception_Requests,Exceptions_Granted,Member_Satisfaction_Score,Market_Share_Percent,Competing_Drugs_Same_Class,Price_Relative_to_Competitors,Geographic_Region,State_Code,Urban_Rural_Classification,Primary_Age_Group,Month_Year,Quarter,Fiscal_Year,Formulary_Risk_Score,Access_Disruption_Probability,Cost_Trend_Projection
FIA000236,2025-05-13,Prednisone,Deltasone,Corticosteroids,39232-809-39,Tricare Standard,PLAN_4492,2025,Tier 3,Non-Formulary,2024-06-28,319,Improved,Step Therapy,No,Yes,,509,528,-3.4,Stable,98.15,569.66,-471.51,30.63,128.78,65.55,0.0,0,0.025,0.134,0.714,0.924,10,6,6,12,2.6,34.7,4,Lower,Northeast,IL,Urban,75+,2025-05,Q2_2025,2024,2.0,0.291,Increasing
FIA000115,2025-05-18,Prednisone,Deltasone,Corticosteroids,98129-235-93,Commercial Plan Alpha,PLAN_9255,2025,Non-Formulary,Tier 3,2024-07-12,310,Worsened,Non-Formulary Status,No,No,,683,666,2.7,Stable,716.42,85.59,630.83,146.72,863.14,589.52,0.0,0,0.229,0.24,0.646,0.791,11,8,15,13,4.0,31.8,6,Similar,Southwest,CA,Rural,18-35,2025-05,Q2_2025,2024,1.2,0.145,Decreasing
FIA002315,2025-05-22,Prednisone,Deltasone,Corticosteroids,19954-560-44,Commercial Plan Beta,PLAN_2042,2025,Tier 3,Tier 2,2025-03-20,63,Worsened,None,No,No,,197,317,-37.8,Decreased,98.93,25.84,73.09,196.09,295.02,58.12,0.0,0,0.056,0.262,0.33,0.907,13,2,2,14,4.3,31.7,2,Similar,Midwest,GA,Urban,66-75,2025-05,Q2_2025,2024,6.9,0.302,Stable
FIA001319,2025-05-30,Prednisone,Deltasone,Corticosteroids,14744-395-23,Medicaid Plan X,PLAN_1321,2025,Non-Formulary,Specialty Tier,2024-07-03,331,Worsened,Non-Formulary Status,No,No,,685,659,4.1,Stable,440.15,245.19,194.96,117.98,558.13,382.32,0.0,0,0.239,0.118,0.887,0.916,14,4,10,3,2.4,27.3,2,Higher,Southeast,GA,Rural,18-35,2025-05,Q2_2025,2024,8.8,0.158,Decreasing
FIA000354,2025-06-01,Prednisone,Deltasone,Corticosteroids,43666-838-93,Medicare Part D Plan B,PLAN_8101,2025,Tier 1,Specialty Tier,2024-08-13,292,Improved,None,No,No,,1118,752,48.7,Increased,19.7,115.75,-96.05,191.56,211.26,236.19,0.0,0,0.012,0.388,0.756,0.714,9,9,16,7,4.1,6.5,6,Similar,Southeast,OH,Suburban,36-50,2025-06,Q2_2025,2024,3.5,0.671,Decreasing
FIA000750,2025-06-13,Prednisone,Deltasone,Corticosteroids,33894-230-21,Medicare Part D Plan B,PLAN_5233,2025,Tier 3,Tier 2,2025-02-21,112,Worsened,Step Therapy,No,Yes,,73,241,-69.3,Decreased,96.81,45.19,51.62,64.05,160.86,11.74,0.0,0,0.042,0.135,0.637,0.407,0,5,9,15,4.0,17.6,8,Lower,Midwest,GA,Rural,75+,2025-06,Q2_2025,2024,2.0,0.908,Stable
FIA000150,2025-06-15,Prednisone,Deltasone,Corticosteroids,57876-456-34,Medicaid Plan Y,PLAN_6644,2025,Non-Formulary,Tier 2,2025-01-12,154,Worsened,Non-Formulary Status,No,No,,197,431,-54.2,Decreased,242.99,43.3,199.69,100.31,343.3,67.63,0.0,0,0.078,0.258,0.217,0.568,11,9,14,4,3.3,32.7,3,Lower,Midwest,FL,Rural,18-35,2025-06,Q2_2025,2024,2.0,0.055,Decreasing
FIA002753,2025-07-04,Prednisone,Deltasone,Corticosteroids,59642-447-28,Medicare Part D Plan A,PLAN_4923,2025,Tier 1,Tier 3,2024-12-27,189,Improved,None,No,No,,760,490,55.2,Increased,12.08,99.65,-87.57,63.33,75.41,57.31,0.0,0,0.05,0.162,0.391,0.448,0,5,20,9,4.5,22.3,2,Lower,Southeast,FL,Suburban,51-65,2025-07,Q3_2025,2024,4.8,0.698,Increasing
FIA001518,2025-07-05,Prednisone,Deltasone,Corticosteroids,90233-155-58,Commercial Plan Alpha,PLAN_4691,2025,Specialty Tier,Non-Formulary,2024-12-05,212,Improved,Step Therapy; Quantity Limit,No,Yes,60.0,172,187,-8.0,Decreased,193.05,548.58,-355.53,140.04,333.09,57.29,0.0,0,0.154,0.084,0.577,0.757,6,2,15,12,3.2,30.7,6,Higher,West,MI,Rural,51-65,2025-07,Q3_2025,2024,2.3,0.021,Increasing
FIA002426,2025-07-06,Prednisone,Deltasone,Corticosteroids,59326-299-71,Medicare Part D Plan A,PLAN_3895,2025,Tier 3,Specialty Tier,2025-06-04,32,Improved,None,No,No,,674,708,-4.7,Stable,74.18,292.82,-218.64,141.07,215.25,145.08,0.0,0,0.072,0.078,0.738,0.795,15,0,18,2,5.0,9.5,7,Similar,Southwest,GA,Urban,66-75,2025-07,Q3_2025,2024,3.0,0.136,Increasing
FIA001609,2025-07-13,Prednisone,Deltasone,Corticosteroids,55663-154-29,Medicaid Plan X,PLAN_6574,2025,Non-Formulary,Tier 3,2024-10-20,266,Worsened,Non-Formulary Status,No,No,,284,287,-0.7,Stable,630.18,88.94,541.24,170.96,801.14,227.52,0.0,0,0.055,0.055,0.776,0.924,4,7,1,11,2.5,32.2,2,Higher,Southwest,MI,Suburban,51-65,2025-07,Q3_2025,2024,4.9,0.3,Decreasing
FIA001112,2025-07-22,Prednisone,Deltasone,Corticosteroids,66178-325-66,Commercial Plan Alpha,PLAN_1285,2025,Tier 2,Non-Formulary,2024-09-14,311,Improved,None,No,No,,165,111,49.1,Increased,23.01,240.01,-217.0,174.91,197.92,32.66,0.0,0,0.04,0.12,0.511,0.562,8,8,7,12,3.1,19.5,5,Higher,Northeast,MI,Rural,18-35,2025-07,Q3_2025,2024,4.1,0.659,Stable
FIA000303,2025-08-18,Prednisone,Deltasone,Corticosteroids,37349-933-85,Medicaid Plan Y,PLAN_6108,2025,Tier 2,Tier 1,2025-06-11,68,Worsened,Quantity Limit,No,No,90.0,116,113,3.4,Stable,49.15,5.9,43.25,47.77,96.92,11.24,0.0,0,0.023,0.279,0.793,0.458,4,3,11,12,4.9,31.0,6,Lower,Southwest,NY,Urban,51-65,2025-08,Q3_2025,2024,4.8,0.686,Decreasing
FIA000416,2022-01-01,Sertraline,Zoloft,Antidepressants,14586-222-48,Commercial Plan Alpha,PLAN_5304,2022,Specialty Tier,Specialty Tier,2021-02-15,320,No Change,Prior Authorization; Step Therapy,Yes,Yes,,448,476,-5.7,Decreased,292.24,119.45,172.79,80.57,372.81,167.02,0.24,8,0.213,0.376,0.821,0.84,6,1,20,0,4.6,33.0,3,Lower,Northeast,TX,Rural,36-50,2022-01,Q1_2022,2021,5.1,0.886,Decreasing
FIA002418,2022-01-13,Sertraline,Zoloft,Antidepressants,24153-795-27,Medicaid Plan X,PLAN_7439,2022,Tier 1,Tier 1,2021-06-11,216,No Change,None,No,No,,674,697,-3.2,Stable,6.81,15.59,-8.78,121.0,127.81,86.14,0.0,0,0.064,0.138,0.566,0.763,1,7,17,1,3.5,28.8,5,Lower,Northeast,MI,Rural,36-50,2022-01,Q1_2022,2021,6.6,0.928,Increasing
FIA000709,2022-01-17,Sertraline,Zoloft,Antidepressants,59017-614-16,Medicare Part D Plan A,PLAN_2636,2022,Tier 1,Non-Formulary,2021-07-07,194,Improved,None,No,No,,1030,766,34.6,Increased,9.28,464.49,-455.21,148.72,158.0,162.74,0.0,0,0.024,0.303,0.575,0.931,2,4,6,2,3.0,33.1,4,Lower,Southwest,GA,Rural,66-75,2022-01,Q1_2022,2021,2.5,0.104,Increasing
FIA001280,2022-01-24,Sertraline,Zoloft,Antidepressants,17696-302-20,Medicaid Plan Y,PLAN_2056,2022,Non-Formulary,Specialty Tier,2021-04-21,278,Worsened,Non-Formulary Status,No,No,,789,819,-3.6,Stable,627.01,217.88,409.13,35.69,662.7,522.87,0.0,0,0.3,0.311,0.564,0.627,14,5,18,13,2.5,9.6,4,Higher,Midwest,GA,Suburban,51-65,2022-01,Q1_2022,2021,6.8,0.101,Stable
FIA002473,2022-01-24,Sertraline,Zoloft,Antidepressants,32300-514-40,Medicaid Plan Y,PLAN_5275,2022,Specialty Tier,Tier 2,2021-03-02,328,Worsened,Step Therapy,No,Yes,,452,718,-37.0,Decreased,110.13,34.45,75.68,139.1,249.23,112.65,0.0,0,0.129,0.069,0.786,0.674,0,1,7,13,2.7,34.7,6,Lower,West,PA,Rural,51-65,2022-01,Q1_2022,2021,5.2,0.372,Stable
FIA001667,2022-01-29,Sertraline,Zoloft,Antidepressants,85555-290-74,Medicaid Plan X,PLAN_3270,2022,Specialty Tier,Specialty Tier,2021-09-01,150,No Change,None,No,No,,885,808,9.6,Increased,145.95,256.14,-110.19,83.46,229.41,203.03,0.0,0,0.076,0.214,0.861,0.609,14,4,3,13,3.0,28.4,4,Similar,Southwest,GA,Rural,51-65,2022-01,Q1_2022,2021,8.4,0.206,Stable
FIA001860,2022-02-18,Sertraline,Zoloft,Antidepressants,27996-107-38,Medicaid Plan Y,PLAN_9427,2022,Specialty Tier,Tier 1,2021-10-28,113,Worsened,None,No,No,,106,226,-52.8,Decreased,138.57,11.8,126.77,154.56,293.13,31.07,0.0,0,0.096,0.092,0.368,0.824,14,9,10,2,3.9,30.7,7,Similar,Southeast,PA,Suburban,36-50,2022-02,Q1_2022,2021,3.4,0.366,Decreasing
FIA000314,2022-02-27,Sertraline,Zoloft,Antidepressants,70076-383-11,Commercial Plan Alpha,PLAN_6861,2022,Specialty Tier,Tier 1,2021-04-15,318,Worsened,Prior Authorization,Yes,No,,63,134,-52.3,Decreased,177.89,13.71,164.18,109.54,287.43,18.11,0.554,9,0.291,0.35,0.552,0.592,12,8,2,5,4.0,15.6,7,Higher,Midwest,GA,Rural,36-50,2022-02,Q1_2022,2021,3.5,0.763,Stable
FIA001793,2022-03-06,Sertraline,Zoloft,Antidepressants,60445-913-54,Tricare Standard,PLAN_8401,2022,Tier 3,Tier 3,2021-06-09,270,No Change,Prior Authorization; Quantity Limit,Yes,No,60.0,512,509,0.7,Stable,84.75,75.46,9.29,33.13,117.88,60.35,0.533,2,0.078,0.154,0.295,0.431,0,3,9,4,2.0,16.4,7,Higher,Southwest,FL,Urban,66-75,2022-03,Q1_2022,2021,1.2,0.835,Stable
FIA000205,2022-03-11,Sertraline,Zoloft,Antidepressants,44205-618-18,Medicaid Plan Y,PLAN_7895,2022,Tier 1,Specialty Tier,2021-06-13,271,Improved,Quantity Limit,No,No,60.0,648,440,47.3,Increased,16.05,285.3,-269.25,170.15,186.2,120.66,0.0,0,0.067,0.209,0.219,0.429,5,10,14,4,2.0,11.0,4,Similar,West,TX,Urban,36-50,2022-03,Q1_2022,2021,3.2,0.714,Decreasing
FIA001435,2022-03-13,Sertraline,Zoloft,Antidepressants,74131-576-14,Commercial Plan Alpha,PLAN_7790,2022,Specialty Tier,Specialty Tier,2022-01-05,67,No Change,None,No,No,,962,977,-1.5,Stable,110.09,293.03,-182.94,75.08,185.17,178.13,0.0,0,0.239,0.21,0.815,0.582,6,5,13,5,2.7,18.5,3,Similar,Southwest,PA,Suburban,66-75,2022-03,Q1_2022,2021,1.1,0.537,Stable
FIA001909,2022-03-13,Sertraline,Zoloft,Antidepressants,37624-174-22,Tricare Standard,PLAN_5667,2022,Tier 3,Tier 3,2021-04-29,318,No Change,Quantity Limit,No,No,60.0,905,873,3.7,Stable,86.6,89.73,-3.13,158.25,244.85,221.59,0.0,0,0.016,0.366,0.836,0.501,7,2,19,10,4.0,31.7,8,Similar,Southeast,GA,Rural,66-75,2022-03,Q1_2022,2021,7.7,0.004,Stable
FIA001294,2022-03-15,Sertraline,Zoloft,Antidepressants,23172-311-38,Commercial Plan Alpha,PLAN_1480,2022,Non-Formulary,Tier 3,2021-08-04,223,Worsened,Non-Formulary Status,No,No,,146,136,7.6,Increased,763.02,74.27,688.75,191.09,954.11,139.3,0.0,0,0.253,0.257,0.51,0.43,4,4,0,15,2.9,24.1,3,Similar,West,OH,Suburban,51-65,2022-03,Q1_2022,2021,3.1,0.563,Increasing
FIA002434,2022-03-22,Sertraline,Zoloft,Antidepressants,37693-542-65,Medicare Part D Plan B,PLAN_7089,2022,Non-Formulary,Non-Formulary,2021-05-19,307,No Change,Non-Formulary Status; Quantity Limit,No,No,30.0,342,377,-9.3,Decreased,231.66,538.68,-307.02,183.41,415.07,141.95,0.0,0,0.085,0.307,0.314,0.549,13,3,16,5,3.1,16.3,5,Lower,Southwest,MI,Rural,18-35,2022-03,Q1_2022,2021,5.1,0.318,Decreasing
FIA001390,2022-03-25,Sertraline,Zoloft,Antidepressants,27337-281-89,Medicaid Plan Y,PLAN_1859,2022,Tier 2,Specialty Tier,2021-09-03,203,Improved,Quantity Limit,No,No,30.0,1191,995,19.7,Increased,39.25,139.82,-100.57,189.74,228.99,272.73,0.0,0,0.035,0.338,0.476,0.899,1,3,13,15,2.9,17.9,8,Similar,Southwest,GA,Suburban,36-50,2022-03,Q1_2022,2021,7.9,0.325,Increasing
FIA001239,2022-03-30,Sertraline,Zoloft,Antidepressants,60089-775-78,Medicare Part D Plan B,PLAN_8194,2022,Tier 2,Tier 3,2022-01-27,62,Improved,None,No,No,,741,617,20.2,Increased,32.33,78.17,-45.84,30.95,63.28,46.89,0.0,0,0.073,0.279,0.231,0.694,8,3,13,11,3.7,9.6,3,Higher,Southwest,OH,Suburban,18-35,2022-03,Q1_2022,2021,7.1,0.313,Increasing
FIA002381,2022-04-01,Sertraline,Zoloft,Antidepressants,54043-267-60,Medicare Part D Plan B,PLAN_9025,2022,Non-Formulary,Specialty Tier,2022-03-02,30,Worsened,Non-Formulary Status,No,No,,148,145,2.4,Stable,281.83,132.31,149.52,115.34,397.17,58.78,0.0,0,0.204,0.099,0.744,0.475,1,2,12,3,2.4,21.9,8,Similar,West,GA,Suburban,18-35,2022-04,Q2_2022,2021,3.3,0.182,Increasing
FIA002327,2022-04-04,Sertraline,Zoloft,Antidepressants,16580-591-10,Medicare Part D Plan A,PLAN_8281,2022,Tier 3,Tier 2,2022-01-20,74,Worsened,Step Therapy,No,Yes,,153,407,-62.3,Decreased,82.13,38.3,43.83,91.27,173.4,26.53,0.0,0,0.069,0.376,0.243,0.884,7,9,15,6,3.0,8.4,2,Higher,Northeast,MI,Urban,36-50,2022-04,Q2_2022,2021,9.9,0.521,Decreasing
FIA000302,2022-04-09,Sertraline,Zoloft,Antidepressants,26552-426-28,VA Plan,PLAN_8320,2022,Tier 1,Tier 3,2021-09-23,198,Improved,None,No,No,,620,488,27.1,Increased,15.32,89.58,-74.26,108.32,123.64,76.66,0.0,0,0.02,0.284,0.565,0.532,15,10,15,8,3.0,26.9,3,Lower,Midwest,PA,Rural,18-35,2022-04,Q2_2022,2021,4.2,0.836,Increasing
FIA002977,2022-04-12,Sertraline,Zoloft,Antidepressants,77461-900-85,Medicaid Plan Y,PLAN_6565,2022,Tier 3,Tier 2,2021-10-21,173,Worsened,Prior Authorization; Quantity Limit,Yes,No,30.0,198,531,-62.6,Decreased,92.16,23.55,68.61,152.19,244.35,48.38,0.344,5,0.052,0.165,0.443,0.691,7,4,16,5,3.9,18.4,8,Higher,West,NY,Suburban,75+,2022-04,Q2_2022,2021,3.3,0.229,Increasing
FIA000322,2022-05-03,Sertraline,Zoloft,Antidepressants,96560-412-14,Medicaid Plan Y,PLAN_1425,2022,Non-Formulary,Specialty Tier,2021-07-24,283,Worsened,Non-Formulary Status,No,No,,503,554,-9.1,Decreased,211.31,176.52,34.79,120.52,331.83,166.91,0.0,0,0.215,0.369,0.728,0.585,8,9,6,0,3.0,29.9,5,Similar,Northeast,TX,Rural,66-75,2022-05,Q2_2022,2021,9.6,0.932,Stable
FIA002563,2022-05-10,Sertraline,Zoloft,Antidepressants,57803-797-40,Medicaid Plan Y,PLAN_6620,2022,Tier 2,Specialty Tier,2021-09-19,233,Improved,Quantity Limit,No,No,90.0,591,421,40.5,Increased,27.42,284.72,-257.3,110.55,137.97,81.54,0.0,0,0.029,0.239,0.513,0.781,13,3,5,7,3.6,18.1,8,Similar,Southeast,MI,Suburban,51-65,2022-05,Q2_2022,2021,6.7,0.945,Stable
FIA001095,2022-05-25,Sertraline,Zoloft,Antidepressants,63427-178-18,Tricare Standard,PLAN_9611,2022,Tier 2,Specialty Tier,2022-01-30,115,Improved,None,No,No,,560,462,21.3,Increased,20.65,111.91,-91.26,74.79,95.44,53.45,0.0,0,0.027,0.224,0.514,0.687,12,5,19,6,4.0,25.7,2,Similar,Northeast,MI,Urban,66-75,2022-05,Q2_2022,2021,1.8,0.884,Stable
FIA000686,2022-06-08,Sertraline,Zoloft,Antidepressants,37202-246-63,VA Plan,PLAN_5859,2022,Non-Formulary,Non-Formulary,2021-10-03,248,No Change,Non-Formulary Status; Quantity Limit,No,No,30.0,448,422,6.3,Increased,220.63,644.06,-423.43,166.07,386.7,173.24,0.0,0,0.199,0.095,0.722,0.936,8,6,3,4,2.3,26.6,6,Higher,West,TX,Rural,18-35,2022-06,Q2_2022,2021,4.0,0.288,Stable
FIA000753,2022-06-26,Sertraline,Zoloft,Antidepressants,17473-760-99,Commercial Plan Beta,PLAN_4841,2022,Specialty Tier,Tier 1,2021-12-15,193,Worsened,Quantity Limit,No,No,60.0,557,884,-36.9,Decreased,117.2,5.36,111.84,140.79,257.99,143.7,0.0,0,0.15,0.365,0.792,0.9,12,9,6,0,2.3,6.7,7,Lower,West,CA,Rural,75+,2022-06,Q2_2022,2021,6.3,0.066,Stable
FIA002018,2022-06-28,Sertraline,Zoloft,Antidepressants,63227-245-72,VA Plan,PLAN_8143,2022,Tier 2,Tier 2,2021-12-06,204,No Change,None,No,No,,753,728,3.5,Stable,39.76,34.57,5.19,107.81,147.57,111.12,0.0,0,0.08,0.141,0.57,0.874,9,8,13,0,3.9,16.5,2,Lower,Northeast,CA,Suburban,66-75,2022-06,Q2_2022,2021,4.5,0.778,Decreasing
FIA000722,2022-06-30,Sertraline,Zoloft,Antidepressants,89635-318-65,Tricare Standard,PLAN_9357,2022,Tier 1,Tier 1,2022-03-25,97,No Change,Quantity Limit,No,No,60.0,716,747,-4.0,Stable,17.61,11.89,5.72,42.76,60.37,43.22,0.0,0,0.075,0.222,0.406,0.636,2,3,17,2,2.1,24.1,4,Higher,Northeast,OH,Urban,75+,2022-06,Q2_2022,2021,10.0,0.169,Decreasing
FIA000515,2022-07-02,Sertraline,Zoloft,Antidepressants,24150-338-37,Tricare Standard,PLAN_7678,2022,Tier 1,Tier 2,2022-04-06,87,Improved,Quantity Limit,No,No,,799,842,-5.0,Decreased,13.8,42.7,-28.9,151.5,165.3,132.07,0.0,0,0.071,0.17,0.887,0.424,8,5,17,3,3.2,28.4,7,Lower,Southeast,IL,Suburban,51-65,2022-07,Q3_2022,2021,5.5,0.262,Decreasing
FIA002133,2022-07-03,Sertraline,Zoloft,Antidepressants,98407-714-58,VA Plan,PLAN_6270,2022,Non-Formulary,Tier 2,2021-07-25,343,Worsened,Non-Formulary Status,No,No,,220,725,-69.6,Decreased,300.75,48.95,251.8,127.36,428.11,94.18,0.0,0,0.142,0.053,0.492,0.466,2,6,11,10,3.6,33.2,4,Lower,Northeast,IL,Urban,36-50,2022-07,Q3_2022,2021,3.9,0.37,Increasing
FIA001893,2022-07-08,Sertraline,Zoloft,Antidepressants,23532-893-34,Medicare Part D Plan B,PLAN_5433,2022,Non-Formulary,Specialty Tier,2021-10-26,255,Worsened,Non-Formulary Status,No,No,,187,176,6.4,Increased,633.77,121.61,512.16,192.26,826.03,154.47,0.0,0,0.212,0.234,0.718,0.708,4,7,13,7,2.8,28.9,4,Similar,Southeast,IL,Suburban,18-35,2022-07,Q3_2022,2021,5.8,0.692,Decreasing
FIA001356,2022-07-16,Sertraline,Zoloft,Antidepressants,86926-363-15,Medicare Part D Plan A,PLAN_3855,2022,Tier 3,Tier 3,2021-09-12,307,No Change,Prior Authorization,Yes,No,,796,730,9.2,Increased,54.04,53.55,0.49,112.22,166.26,132.34,0.358,7,0.048,0.114,0.838,0.684,12,5,17,0,4.9,19.8,3,Lower,Northeast,NC,Rural,18-35,2022-07,Q3_2022,2021,4.2,0.802,Increasing
FIA002908,2022-07-16,Sertraline,Zoloft,Antidepressants,20052-405-60,Medicaid Plan Y,PLAN_9681,2022,Non-Formulary,Non-Formulary,2021-10-24,265,No Change,Non-Formulary Status,No,No,,530,521,1.8,Stable,245.64,206.72,38.92,183.42,429.06,227.4,0.0,0,0.26,0.254,0.33,0.616,12,3,2,14,3.4,25.9,6,Lower,Southeast,CA,Rural,66-75,2022-07,Q3_2022,2021,2.1,0.09,Stable
FIA001289,2022-07-23,Sertraline,Zoloft,Antidepressants,83184-778-74,Medicaid Plan X,PLAN_5277,2022,Non-Formulary,Tier 2,2022-03-11,134,Worsened,Non-Formulary Status,No,No,,281,898,-68.7,Decreased,622.39,20.77,601.62,86.73,709.12,199.26,0.0,0,0.177,0.324,0.39,0.841,15,2,3,6,2.5,30.8,7,Higher,Southwest,GA,Suburban,36-50,2022-07,Q3_2022,2021,8.8,0.781,Increasing
FIA001955,2022-07-23,Sertraline,Zoloft,Antidepressants,86692-813-76,Medicare Part D Plan B,PLAN_4739,2022,Tier 3,Tier 3,2022-02-22,151,No Change,None,No,No,,545,520,4.9,Stable,88.14,63.11,25.03,88.45,176.59,96.24,0.0,0,0.052,0.237,0.846,0.504,9,1,10,10,4.7,22.2,8,Higher,Southeast,GA,Suburban,66-75,2022-07,Q3_2022,2021,9.9,0.454,Increasing
FIA001343,2022-07-26,Sertraline,Zoloft,Antidepressants,70210-554-58,Tricare Standard,PLAN_8903,2022,Specialty Tier,Tier 2,2021-12-29,209,Worsened,None,No,No,,282,537,-47.5,Decreased,274.97,45.2,229.77,59.31,334.28,94.27,0.0,0,0.096,0.334,0.355,0.856,11,1,12,12,2.1,26.8,7,Higher,Southeast,GA,Rural,18-35,2022-07,Q3_2022,2021,1.9,0.676,Increasing
FIA002130,2022-07-30,Sertraline,Zoloft,Antidepressants,18436-342-58,Medicare Part D Plan A,PLAN_6008,2022,Specialty Tier,Specialty Tier,2022-05-04,87,No Change,Prior Authorization,Yes,No,,756,751,0.8,Stable,170.09,116.57,53.52,115.97,286.06,216.26,0.516,4,0.124,0.207,0.441,0.647,12,6,7,9,2.1,7.6,3,Similar,Midwest,NC,Suburban,75+,2022-07,Q3_2022,2021,9.2,0.489,Stable
FIA002835,2022-07-30,Sertraline,Zoloft,Antidepressants,20413-772-95,VA Plan,PLAN_2272,2022,Tier 1,Non-Formulary,2021-12-26,216,Improved,None,No,No,,815,625,30.4,Increased,5.43,497.71,-492.28,105.44,110.87,90.36,0.0,0,0.038,0.061,0.893,0.666,14,9,17,10,2.7,23.8,5,Lower,West,NY,Rural,75+,2022-07,Q3_2022,2021,1.8,0.044,Decreasing
FIA000526,2022-08-03,Sertraline,Zoloft,Antidepressants,36703-951-81,Commercial Plan Beta,PLAN_8365,2022,Specialty Tier,Tier 2,2022-02-25,159,Worsened,Prior Authorization; Quantity Limit,Yes,No,30.0,70,191,-63.1,Decreased,175.37,21.09,154.28,52.47,227.84,15.95,0.455,9,0.094,0.132,0.598,0.457,3,10,17,15,2.1,32.6,3,Higher,Southeast,FL,Rural,75+,2022-08,Q3_2022,2021,9.3,0.712,Decreasing
FIA002288,2022-08-05,Sertraline,Zoloft,Antidepressants,56197-818-70,VA Plan,PLAN_2107,2022,Non-Formulary,Tier 1,2022-06-13,53,Worsened,Non-Formulary Status,No,No,,54,128,-57.5,Decreased,748.09,7.54,740.55,151.63,899.72,48.58,0.0,0,0.268,0.31,0.748,0.598,4,7,5,6,4.0,20.0,4,Similar,Southeast,IL,Suburban,66-75,2022-08,Q3_2022,2021,5.3,0.956,Increasing
FIA000308,2022-08-10,Sertraline,Zoloft,Antidepressants,34978-142-84,Medicaid Plan Y,PLAN_3014,2022,Non-Formulary,Specialty Tier,2021-10-15,299,Worsened,Non-Formulary Status,No,No,,492,457,7.8,Increased,304.97,282.07,22.9,76.96,381.93,187.91,0.0,0,0.286,0.202,0.519,0.932,11,4,3,0,3.5,25.6,5,Higher,Southeast,NC,Suburban,75+,2022-08,Q3_2022,2021,6.0,0.163,Stable
FIA002688,2022-08-19,Sertraline,Zoloft,Antidepressants,23863-607-24,Medicare Part D Plan B,PLAN_6251,2022,Tier 1,Tier 2,2022-03-05,167,Improved,Quantity Limit,No,No,30.0,948,940,0.9,Stable,13.65,39.91,-26.26,146.85,160.5,152.15,0.0,0,0.056,0.103,0.286,0.696,9,1,11,5,3.4,34.7,4,Higher,Midwest,MI,Urban,51-65,2022-08,Q3_2022,2021,3.2,0.155,Stable
FIA001016,2022-09-05,Sertraline,Zoloft,Antidepressants,15630-255-16,Medicaid Plan X,PLAN_6033,2022,Tier 2,Specialty Tier,2022-02-23,194,Improved,None,No,No,,1159,948,22.3,Increased,24.62,281.15,-256.53,81.34,105.96,122.81,0.0,0,0.018,0.203,0.886,0.682,12,6,11,9,3.6,25.7,3,Similar,Southeast,MI,Urban,36-50,2022-09,Q3_2022,2021,7.0,0.457,Decreasing
FIA002518,2022-09-14,Sertraline,Zoloft,Antidepressants,66690-182-49,VA Plan,PLAN_2800,2022,Specialty Tier,Tier 1,2022-03-25,173,Worsened,Prior Authorization; Step Therapy,Yes,Yes,,123,309,-60.2,Decreased,116.21,11.01,105.2,114.85,231.06,28.42,0.253,2,0.061,0.209,0.523,0.905,12,9,6,2,2.3,23.3,8,Higher,West,NC,Urban,75+,2022-09,Q3_2022,2021,8.7,0.87,Increasing
FIA000346,2022-09-29,Sertraline,Zoloft,Antidepressants,48657-365-99,Tricare Standard,PLAN_5334,2022,Tier 1,Specialty Tier,2022-04-06,176,Improved,Quantity Limit,No,No,,565,423,33.6,Increased,7.67,128.09,-120.42,63.87,71.54,40.42,0.0,0,0.029,0.221,0.605,0.592,14,10,5,1,4.8,22.6,3,Higher,West,NY,Rural,66-75,2022-09,Q3_2022,2021,4.1,0.811,Stable
FIA001156,2022-10-02,Sertraline,Zoloft,Antidepressants,23978-774-76,Medicaid Plan Y,PLAN_4058,2022,Tier 2,Tier 3,2021-12-24,282,Improved,None,No,No,,767,566,35.5,Increased,34.31,88.5,-54.19,38.14,72.45,55.57,0.0,0,0.057,0.083,0.855,0.555,9,6,1,7,4.1,10.7,3,Higher,Southwest,NC,Suburban,75+,2022-10,Q4_2022,2022,8.5,0.873,Increasing
FIA000072,2022-10-05,Sertraline,Zoloft,Antidepressants,87908-239-48,Medicaid Plan Y,PLAN_4290,2022,Tier 1,Specialty Tier,2022-03-19,200,Improved,None,No,No,,1274,982,29.8,Increased,17.62,175.98,-158.36,176.12,193.74,246.82,0.0,0,0.067,0.218,0.324,0.619,10,4,20,15,4.9,28.5,4,Similar,Midwest,OH,Suburban,18-35,2022-10,Q4_2022,2022,9.4,0.2,Decreasing
